gene	log2FoldChange	pvalue
TYMS	-0.175511319	0.617517752
NSA2	-0.175573031	0.546439009
TRIP6	-0.175888695	0.54427118
CLIP1	-0.176203629	0.327238108
FASN	-0.176232532	0.267985661
KRT8	-0.176307182	0.660720923
PRKAB2	-0.176708755	0.332433433
DNAJC1	-0.176790101	0.621213831
EBF2	-0.177050356	0.724540746
ADO	-0.177144096	0.347200513
SFN	-0.177699495	0.384682709
KRT9	-0.177795862	0.75120796
SNRPF	-0.178181401	0.637718883
TTC4	-0.178205601	0.614199894
TLE3	-0.178317287	0.427839549
PANK4	-0.178690788	0.43682903
DPM3	-0.179031011	0.624443746
UBR2	-0.179292065	0.53282842
IKBIP	-0.179469887	0.461861328
PLA2G15	-0.179636967	0.424521883
FAM192A	-0.18008471	0.349735934
STEAP3	-0.180667535	0.644661989
PITPNB	-0.181207278	0.400704381
NOTCH3	-0.182295113	0.438324198
SNIP1	-0.182317665	0.260993038
SOD1	-0.18238299	0.401477436
UBAP2L	-0.182562792	0.295314974
RSU1	-0.18325418	0.358183669
NUDT21	-0.183397496	0.307063667
NUDT9	-0.184391871	0.406542197
MCM7	-0.184445237	0.464526093
LIMD1	-0.184582596	0.30699142
DDX47	-0.184997125	0.382272761
CASK	-0.185205646	0.690985326
YTHDF2	-0.185491038	0.261086178
BTAF1	-0.185603887	0.327927437
STMN1	-0.185646414	0.478854342
CCDC171	-0.185787609	0.649668778
SYNE1	-0.185828409	0.335220646
ALAD	-0.185966204	0.387811801
SQSTM1	-0.186039707	0.464366184
RRM1	-0.18638403	0.259657967
YY1;YY2	-0.186432262	0.596522057
GRN	-0.186942711	0.581712018
ANP32B	-0.187042656	0.518324343
HMGB1;HMGB1P1	-0.187072235	0.459668631
TMEM109	-0.18747108	0.25517903
ERH	-0.188274805	0.335240875
MVD	-0.188494482	0.60931161
MIER1	-0.189115886	0.263744758
MAPKAPK2	-0.189579155	0.626806633
ARL4C	-0.18972561	0.950407958
AKAP11	-0.189796328	0.332047661
FHL2	-0.189893717	0.594093501
SMNDC1	-0.18999944	0.42323774
NAMPT	-0.190131539	0.494374137
SLTM	-0.191310163	0.332400307
TPM3	-0.191567499	0.526189645
RPRD2	-0.19172346	0.355335079
C6orf120	-0.191837848	0.347546213
COX8A	-0.191998465	0.581506814
PATL1	-0.192115586	0.77555261
UBTF	-0.192327478	0.458478691
TMA16	-0.19247586	0.595309623
ZNF451	-0.192486868	0.324606677
SYAP1	-0.192617407	0.420846456
FAM98B	-0.193115546	0.256197307
FYCO1	-0.193131169	0.563256596
YAP1	-0.194036317	0.3686099
MAT2A	-0.194165785	0.424676826
CBFB	-0.194488669	0.352158459
PRKACB	-0.194651184	0.350523661
CLTB	-0.195284247	0.584714518
UGCG	-0.195356018	0.584282212
ATAD2	-0.195692411	0.605681748
YES1	-0.196133883	0.494359401
ERAP1	-0.196826694	0.449988418
MRPL35	-0.196954776	0.435124388
STK10	-0.19702648	0.491571662
TUBB	-0.197116875	0.36056909
RQCD1	-0.19818021	0.346892697
HLA-C	-0.198331797	0.583917726
STAG2	-0.198689961	0.437396871
GOSR1	-0.19885794	0.311574247
UFM1	-0.199196585	0.377116179
POLDIP3	-0.19972945	0.561236195
MCMBP	-0.199972203	0.306033445
MTA1	-0.200478171	0.39567552
DHCR24	-0.200756576	0.846015449
UBE2S	-0.201025289	0.588774313
TTC27	-0.201659819	0.567222986
RPS4Y2	-0.202877866	0.482713813
AKR1B1	-0.203541435	0.739825951
GALNT10	-0.203637068	0.366174978
MGAT2	-0.204712836	0.455775091
CD55	-0.20500734	0.507730404
PIP4K2B	-0.205418049	0.945054342
DCUN1D5	-0.205808609	0.456240352
MED15	-0.205925111	0.262125383
MCM4	-0.205928406	0.419454029
CCT6B	-0.206146229	0.295864567
SRSF9	-0.206304029	0.279962871
ZFHX4	-0.206789925	0.573747749
FOXC2	-0.207057643	0.54244102
RXRA	-0.208086447	0.506413322
NACC1	-0.208164564	0.539154088
DNMT1	-0.208611998	0.314469458
MRTO4	-0.208741481	0.470977148
DDX21	-0.20896257	0.512083266
YWHAQ	-0.209147079	0.587915696
SMG1	-0.210231382	0.467584452
RPL22	-0.210342455	0.304080467
VWA8	-0.213044306	0.31270485
SH3BP1	-0.214289269	0.943665126
CBX3	-0.215035109	0.437735846
SRSF3	-0.21552846	0.268282281
RNF20	-0.216330787	0.324923121
DLGAP5	-0.216717105	0.377456129
GTF3C4	-0.216766463	0.550828195
SYNC	-0.216832599	0.414169637
THOC3	-0.217059371	0.419680065
CEP63	-0.217117593	0.391644164
RNASEH2A	-0.217937894	0.413396797
APLP2	-0.218073343	0.512407238
F3	-0.218120533	0.634587493
PRPF19	-0.218366108	0.297095696
NOSIP	-0.218980338	0.554700026
TRAPPC4	-0.219782484	0.529720712
LSM14B	-0.220288234	0.438547408
MALSU1	-0.220312054	0.435728367
UBXN4	-0.220413039	0.337829287
LARP4B	-0.220429594	0.697860286
NDUFA7	-0.220487493	0.372664767
CDK17	-0.220577593	0.610764068
AES	-0.220621844	0.421262543
HTRA1	-0.221333377	0.684636683
ORC5	-0.221591473	0.939652287
CAMK2D	-0.221824482	0.607218713
YBEY	-0.22214831	0.425192117
AKR1C3	-0.222283075	0.832470277
TMF1	-0.222349746	0.523053235
MRPL9	-0.222701878	0.515266248
GINS3	-0.223266713	0.392364218
LSM6	-0.223577136	0.428864252
FAS	-0.223585975	0.641093239
GSTM2	-0.224047283	0.766522885
NAGA	-0.224674418	0.59082174
AGRN	-0.224716113	0.670060968
SCO1	-0.22473713	0.95696445
NDUFS4	-0.225493804	0.649169678
TONSL	-0.225593582	0.651027972
RFX1	-0.226038235	0.507134697
PXDN	-0.226088141	0.78881901
BRD3	-0.226473342	0.336984961
NADK	-0.226840243	0.956562264
NDUFA2	-0.227464539	0.315578935
PLS1	-0.228615546	0.399361129
AK5	-0.228811041	0.56325279
TPM1	-0.229650313	0.359228825
TMOD3	-0.230378952	0.30748808
PTPN1	-0.230678295	0.33320608
DOCK1	-0.231285635	0.259922013
POLB	-0.231690438	0.61067807
NUPL1	-0.231922281	0.628050358
THOC7	-0.232591999	0.435228305
WAPAL	-0.232856114	0.400944596
TCEA1	-0.233446949	0.481482854
AFAP1	-0.233930382	0.444024356
ANAPC5	-0.234552865	0.359206837
TTC38	-0.234678322	0.555447644
POFUT2	-0.234740848	0.678728197
TMEM259	-0.234851619	0.578666059
WHSC1	-0.236070453	0.604561745
GTF2I	-0.236387258	0.334131308
PEX11B	-0.236387702	0.523254417
SLC20A2	-0.236524544	0.44458361
GSDMD	-0.23701158	0.369039631
BOD1L1	-0.238013938	0.379751364
TMEM14C	-0.238438977	0.300007717
TACC3	-0.238459637	0.511312176
RMDN3	-0.240470398	0.559919092
EEFSEC	-0.240744222	0.490528357
SUMO3	-0.2413822	0.579794634
ME1	-0.241711502	0.408193592
NUB1	-0.242069207	0.289005189
LSM14A	-0.242463403	0.355253562
RFC3	-0.244110461	0.291584631
CD82	-0.244314346	0.576627648
LBR	-0.244378947	0.269652308
GTF3C5	-0.244398653	0.271053326
LAMP1	-0.244748563	0.266797048
LAMTOR3	-0.244876037	0.389946317
ACTB	-0.24500365	0.510816552
CCDC97	-0.245423723	0.279478253
EZR	-0.245745247	0.307617279
ADCK4	-0.246631435	0.564740374
TUBGCP4	-0.247267637	0.590148424
SART3	-0.247657565	0.277665478
NMD3	-0.248072574	0.402952886
SMCR7L	-0.248686901	0.934202703
MCM3	-0.248829392	0.333621817
SLC16A2	-0.249319875	0.323534132
PELO	-0.249533108	0.360433922
ZDHHC5	-0.249865404	0.35329387
CTPS2	-0.250006795	0.489852105
RGL2	-0.250588343	0.932541067
TMEM126A	-0.25062263	0.549162522
CDCP1	-0.250957645	0.374636299
CDC27	-0.251486119	0.476306305
ARHGEF12	-0.251761404	0.488210252
NDUFB6	-0.252740578	0.934321937
UTP6	-0.253943043	0.29192633
ITGA2	-0.254747899	0.566316148
CCDC12	-0.255015048	0.601423759
IDI1	-0.255536961	0.358480935
H2AFY2	-0.255659954	0.669562909
HRAS	-0.255967895	0.364147515
GNPDA1	-0.25618231	0.402888561
LDLR	-0.256494535	0.480930686
SMARCA5	-0.257027925	0.263417004
NCAPD3	-0.257059801	0.448669401
TBC1D4	-0.257850963	0.485442078
SH2D4A	-0.258048323	0.412454625
15-Sep	-0.25938041	0.522262115
ESYT2	-0.259401834	0.33878686
PLK1	-0.260130975	0.66594863
TARS2	-0.260558888	0.318732821
SPAG5	-0.260970953	0.473908487
SERINC3	-0.261330933	0.590268413
USP39	-0.26187436	0.359801055
TBC1D9B	-0.262077663	0.325629609
FADS1	-0.263253131	0.931154487
APOL2	-0.263548357	0.454921566
SRSF6	-0.264772278	0.345361564
UHRF1	-0.264788958	0.413321401
LNP	-0.265116676	0.324676358
DOCK10	-0.265176814	0.427064215
VPS39	-0.267301713	0.54031048
RICTOR	-0.267339428	0.453347868
PLIN2	-0.268677099	0.67654369
AAR2	-0.270564632	0.928706723
SUMO1	-0.271236374	0.402776835
TGM2	-0.271800717	0.670827772
TMUB1	-0.272126574	0.431104707
RAB13	-0.27240949	0.407011508
NOP2	-0.272680622	0.265336453
SMARCAL1	-0.273813024	0.268420114
ZNF185	-0.273867411	0.683415306
EMC10	-0.27610511	0.928543542
VRK1	-0.277803123	0.441578172
CDK4	-0.279346338	0.507145437
THADA	-0.279469913	0.531971747
RCC2	-0.281299876	0.395868034
MPC1	-0.281355473	0.596076921
CMC2	-0.283648223	0.431018008
MRPS31	-0.286775877	0.543169349
NCAPG2	-0.287874582	0.462821679
MARCKS	-0.288205578	0.265436021
ELOF1	-0.288728701	0.467321345
FAM213B	-0.290076055	0.335759846
FAM83G	-0.290829953	0.923701339
TXLNA	-0.291467413	0.440935101
PHLDB1	-0.29487091	0.508341512
DECR2	-0.29504825	0.552281735
TRIM59	-0.295541511	0.354690758
PTMA	-0.295594601	0.324793821
MFGE8	-0.29582568	0.457902606
KRT18	-0.296523381	0.445428082
CHD1	-0.296792918	0.406280675
SP1	-0.298325096	0.434692629
PRCC	-0.298498135	0.317681762
TPRKB	-0.300813672	0.2917367
MAN1A1	-0.30344047	0.511828334
ENY2	-0.303509367	0.411639544
LTV1	-0.303577223	0.311410768
NELFCD	-0.304198564	0.427834587
COX5A	-0.304706617	0.329189875
ANXA3	-0.304970431	0.618132095
DPY30	-0.305290628	0.343383788
ALDH1A3	-0.307112118	0.530082304
PHIP	-0.310216578	0.262842281
MAD2L1	-0.311807079	0.301043251
POLR2L	-0.312586615	0.919812376
TNIP1	-0.312680325	0.916834755
TMEM30A	-0.3136754	0.275470386
CELF1	-0.313954373	0.673241607
SPTBN2	-0.314344927	0.318466798
INTS4	-0.314532214	0.42417873
FGF16	-0.314715656	0.920549086
ARL6IP4	-0.31507073	0.355476533
DNAH3	-0.316578671	0.327852332
TLN2	-0.317584032	0.327202597
TAF15	-0.319029694	0.321247271
NDC80	-0.319206639	0.298649782
SAP30	-0.319768473	0.386509719
COX7A2	-0.319887251	0.92136054
FZD2	-0.320823005	0.446707272
RPP40	-0.320899613	0.320741009
H2AFV;H2AFZ	-0.321100883	0.277731263
CNOT11	-0.323447294	0.376281797
HMGN1	-0.324240049	0.366594048
ZNF148	-0.324703136	0.265615752
ARMCX3	-0.325038179	0.485567196
MEX3B;MEX3C	-0.32574684	0.355677541
CCND1	-0.326839836	0.67561017
MORF4L1	-0.327546472	0.262344578
CAPN7	-0.330645987	0.366914266
ZMYND11	-0.330736272	0.908653544
DGCR8	-0.33125222	0.254922213
ECD	-0.333374845	0.278057069
UROS	-0.334238774	0.306087952
HIP1	-0.334573	0.514107866
NMRAL1	-0.338436009	0.4091294
VPS13C	-0.338438012	0.433937586
CEP131	-0.341425236	0.282727814
GNAI3	-0.342900555	0.453708522
CYBRD1	-0.343111618	0.48094967
CD63	-0.345700664	0.257523984
ZNF384	-0.347311919	0.90781356
PEX16	-0.347706468	0.262940748
MARCKSL1	-0.347989938	0.268516828
ASB6	-0.348748211	0.360658876
WRN	-0.349631719	0.296412751
RBX1	-0.356627815	0.589266611
ATN1	-0.35753847	0.906725002
PDE4DIP	-0.360691445	0.905350167
PANX1	-0.361550176	0.425830825
GCC2	-0.362045088	0.904002426
KIF3A	-0.362288706	0.38854858
ORMDL3	-0.363134257	0.371770902
KIF2C	-0.363938108	0.257123254
ACSF2	-0.364254242	0.440198591
EMC8	-0.366729302	0.449106338
DOCK6	-0.367225822	0.600567364
CLEC3B	-0.36741844	0.929699018
BRD8	-0.367591916	0.270479934
NARFL	-0.367660336	0.257004281
PRTFDC1	-0.369103057	0.383603716
COA6	-0.371214538	0.901093212
GTF3C1	-0.371763136	0.333345183
URB1	-0.372928732	0.417623326
GLT8D2	-0.375103503	0.388679227
CRIP2	-0.3752937	0.432668665
FOCAD	-0.375876136	0.439563857
ICAM1	-0.379129161	0.906426978
UTP15	-0.379260947	0.494514869
EVA1A	-0.380871873	0.897791125
ZNHIT2	-0.381128783	0.896613255
PRDM2	-0.382044264	0.903115087
CD46	-0.383462775	0.324965266
GPC1	-0.383784118	0.474747857
EED	-0.384968445	0.446406813
PPP3CC	-0.389825119	0.902283601
CUTC	-0.392895213	0.461695518
RNF11	-0.39374046	0.894313829
MRPL40	-0.396342853	0.897271756
ATR	-0.396943778	0.902745277
LRRC57	-0.397037821	0.320493155
EXOSC3	-0.39979834	0.325064139
ENO3	-0.400152163	0.893860561
SLC20A1	-0.400593664	0.314828772
NFXL1	-0.401325698	0.892966525
MIA2	-0.402330405	0.360695346
ITGA6	-0.406227283	0.429767132
QSER1	-0.409726391	0.436736168
MICALL1	-0.410960816	0.513833395
YIPF3	-0.412269065	0.418509735
DHCR7	-0.415826085	0.287854775
NSMCE2	-0.416282332	0.890320264
USP16	-0.418583558	0.892131276
EMC3	-0.421014378	0.889304097
HIST1H1C	-0.421051784	0.361075576
MAP1LC3B2;MAP1LC3B;MAP1LC3A	-0.422671778	0.354950546
AK6	-0.428516265	0.918046847
RAPGEF2	-0.43023081	0.917720221
C9orf64	-0.430580549	0.917653999
CLUAP1	-0.431348612	0.883931897
CCDC115	-0.432314963	0.885789812
CRIM1	-0.433578636	0.419844652
EDEM3	-0.433880665	0.886284623
HSPA13	-0.434569548	0.356767635
C12orf57	-0.434912159	0.885281741
PDZD11	-0.436601265	0.331034505
PIN4	-0.437393096	0.375922851
DNTTIP2	-0.437806383	0.361517658
LSS	-0.439797063	0.553233355
HEXA	-0.439819504	0.304683965
KIF20B	-0.442386429	0.892323701
TTC39C	-0.442597121	0.265553892
CD97	-0.443935693	0.651920526
KRT10	-0.445135865	0.492090424
UBE2G1	-0.445377985	0.887533569
FAM136A	-0.445406757	0.914828752
SLC9A3R2	-0.447068797	0.30167941
MGAT4B	-0.448277754	0.333934232
TFIP11	-0.449771223	0.325121995
RAB31	-0.451353029	0.878595675
PPP2R2D	-0.455140748	0.912974824
COL4A1	-0.456053945	0.882748611
ODR4	-0.456332481	0.286297395
NTHL1	-0.456733992	0.874013188
PRIM2	-0.456867604	0.264703525
TUBB8	-0.459925008	0.781699966
CSTF2	-0.460851328	0.87858603
PKD2	-0.462858735	0.878737101
LRRFIP2	-0.471356334	0.493628784
ANTXR1	-0.471583822	0.873771334
HTT	-0.474159636	0.344817306
PTTG1IP	-0.474550491	0.874980273
TMEM2	-0.478230536	0.325227969
NFIB	-0.478381521	0.873189597
WRAP53	-0.480335006	0.386588717
PTDSS1	-0.482527594	0.873430867
TXNL4A	-0.48908313	0.875160211
GINS2	-0.494369593	0.870385337
ERCC1	-0.494824457	0.253735508
SNUPN	-0.499251539	0.86779431
MYL1;MYL3	-0.500166467	0.877197306
LBH	-0.504260064	0.866426035
HLTF	-0.511865419	0.868400943
COG8	-0.512454621	0.865444323
SELO	-0.513407904	0.288355721
MINK1	-0.517005858	0.866700856
ATE1	-0.523036586	0.677474085
THUMPD1	-0.526258857	0.456128378
DBR1	-0.526532013	0.86018814
ZCCHC8	-0.529331295	0.864417622
MRPL22	-0.532221524	0.369721137
NSMCE4A	-0.537846342	0.855365958
CDKAL1	-0.538609113	0.856464338
DHFRL1	-0.539202426	0.865932589
SMARCA4	-0.541708243	0.859607031
PAK4	-0.54462079	0.266358774
FXN	-0.557391766	0.850560714
EP400	-0.561217753	0.845671947
MCAT	-0.56132068	0.89278355
TFPI2	-0.563937278	0.89228676
ARHGAP11A	-0.571400819	0.839433077
MLH1	-0.572225745	0.850498685
SELH	-0.578669958	0.847296046
PHLPP2	-0.57882674	0.854850249
TFE3	-0.580201283	0.85007002
SCLY	-0.580456837	0.840526137
C8orf33	-0.581852755	0.847266613
ARMCX1	-0.594871134	0.846789135
HLA-E	-0.595712872	0.839169551
ADAM15	-0.601320793	0.837564774
UBTD1	-0.607370692	0.842614421
KTI12	-0.607882607	0.838362662
NKTR	-0.60790916	0.833394275
DMXL2	-0.618970835	0.292450296
SLC30A6	-0.62258187	0.831054938
FMN2	-0.626823884	0.833896077
CMC1	-0.641693584	0.829679449
ARMCX2	-0.643299167	0.831884766
GATB	-0.645727945	0.825446035
TRAPPC13	-0.64758095	0.828614615
VPS13D	-0.654675208	0.840541143
ANKIB1	-0.655011354	0.825241286
NDUFAF3	-0.655847696	0.828853831
PLCD1	-0.657786806	0.822839883
HSBP1	-0.658011186	0.834551637
CRLF3	-0.663623089	0.830250891
VMA21	-0.664506144	0.83061944
UTP3	-0.666603019	0.826861199
ACTR8	-0.679526547	0.817799089
GALM	-0.681979504	0.819527621
ANKRD54	-0.684235039	0.817862116
CEP41	-0.685726547	0.823484246
COL5A2	-0.69250927	0.821002391
EXTL2	-0.696920456	0.819522171
C17orf59	-0.704477505	0.81275791
TEP1	-0.705161225	0.824614041
SVIP	-0.706745817	0.807384948
UHRF1BP1L	-0.706755985	0.812871874
GUSB	-0.707218898	0.81545785
WDR47	-0.707442159	0.810424569
LEPREL1	-0.711907294	0.815143324
H6PD	-0.713765315	0.818068346
HACL1	-0.716750985	0.813008994
INIP	-0.717852215	0.812646746
MRRF	-0.720843296	0.821103052
PPP2CB	-0.722264128	0.814607852
INTS2	-0.723145774	0.803512666
ARL6IP6	-0.726015319	0.807426158
NDUFAF7	-0.726443104	0.800706639
TCF3	-0.727299459	0.294664596
NUSAP1	-0.733720393	0.802755869
CKS1B	-0.736882476	0.355759467
ITPR1	-0.740556573	0.797903758
TOP3A	-0.741368949	0.802008585
XAB2	-0.74953058	0.79889619
CCDC43	-0.762234431	0.794813306
LMAN2L	-0.765563444	0.802264202
PLXNA4;PLXNA2	-0.767887093	0.79292054
KPNA1	-0.769453271	0.808178658
NR2F1	-0.771625406	0.792631306
HECTD3	-0.782275731	0.787198258
SSFA2	-0.783065497	0.796778784
MRPS14	-0.788262163	0.798965486
FAT1	-0.790937544	0.382962905
PDRG1	-0.791307177	0.793437408
ARHGEF40	-0.79203842	0.79114983
DDX54	-0.792608887	0.791733088
NUDCD3	-0.793950864	0.802337073
SLC6A9	-0.799348591	0.78675217
PBXIP1	-0.805196434	0.784302081
PRPF38B	-0.809214716	0.789240166
MOSPD2	-0.809822861	0.785959268
ME3	-0.809868872	0.787307908
RAP2B	-0.812755855	0.782787039
KAT7	-0.813940324	0.784740211
ZDHHC3	-0.814345944	0.780560752
TFDP1	-0.817908189	0.782506349
NDUFA1	-0.824163783	0.789774199
GTF2E2	-0.827431104	0.78655924
MICU2	-0.829633732	0.786132397
TAF10	-0.833728473	0.777244009
YTHDF1	-0.835573609	0.770180782
VTI1A	-0.838593799	0.784321985
JUND	-0.854848843	0.778659512
PSMB9	-0.867005778	0.772207533
BAK1	-0.868312285	0.77405737
SV2B;SV2C	-0.869717314	0.834577347
DMD	-0.874933815	0.774404428
SRPK2	-0.875362534	0.775011367
EZH2	-0.879818082	0.770740886
PHKG2	-0.88225397	0.772544413
SPIRE1	-0.882992002	0.759391706
GPRC5A	-0.890202382	0.773797757
CROT	-0.891967734	0.763415175
MORC1	-0.893251164	0.764989841
KIF13A	-0.91841538	0.761366736
KIF22	-0.921195404	0.755395195
CACTIN	-0.944108707	0.741310687
USP25	-0.953148351	0.749504995
WASH6P;WASH1;WASH4P	-0.962145457	0.741667189
ACOT8	-0.966443322	0.742661008
ZNF622	-0.966475922	0.743154832
DDX10	-0.975215123	0.744758108
CCDC53	-0.984051086	0.737827778
DPCD	-0.996372095	0.73189372
LARP1B	-1.002967466	0.72831038
FZD6	-1.003715186	0.73372249
SYNRG	-1.029478066	0.724544892
PHF10	-1.029887381	0.725388675
ZNF217	-1.034491039	0.717899271
NDNL2	-1.034534425	0.721036802
PI4KA	-1.066418154	0.707970358
LMBRD1	-1.085059723	0.711401687
TRAF6	-1.086876658	0.704955626
CCND2	-1.12273206	0.712719688
FAM129A	-1.163483643	0.714668528
MYH4;MYH1	-1.16614278	0.695626447
SUFU	-1.228017974	0.66667936
COQ5	-1.229089461	0.673831683
NTM	-1.232567555	0.672848037
PHF2	-1.234684744	0.669384865
MED8	-1.236648651	0.678463082
SREK1	-1.256544641	0.683321803
TXNDC15	-1.292317121	0.659828386
YRDC	-1.338289494	0.651938804
LMOD1	-1.346669953	0.653952396
TMSB15B;TMSB15A	-1.37980628	0.640882144
PKP2	-1.400024847	0.647228254
SIPA1L1	-1.403693791	0.638996156
SYT1	-1.497845734	0.62829709
SLC1A4	-1.5333389	0.60636734
RBM22	-1.537909291	0.711919839
BIRC5	-1.650170914	0.571550956
EHD3	-1.940718416	0.525833608
KRT81;KRT86;KRT83;KRT87P	-2.126937747	0.49540499
FNDC3B	-6.33E-05	0.999824307
YWHAE	-0.000171587	0.999335108
RBM33	-0.00041795	0.999919927
EMC4	-0.001159129	0.999777927
FRMPD4	-0.001359164	0.999739604
4-Sep	30	0
CCDC85C	30	0
DYNC1I1	30	0
FER	30	0
IQGAP2	30	0
KRT6A;KRT6C	30	0
MEN1	30	0
PC	30	0
PTPRD	30	0
STRBP	30	0
ZFYVE26	30	0
VPS54	29.99544482	0
METTL1	29.81401997	0
KDELR1	29.58857779	0
TOM1L1	29.57642212	0
GSTM1	29.53337655	0
SNX14	29.3715689	0
DPYSL4	29.32620756	0
CTSK	29.18590045	0
SPAST	29.16044232	0
COL1A1	29.15931431	0
GLMP	29.09409436	0
TMEM9B	28.95427694	0
THBD	28.94320848	0
SAC3D1	28.91122204	0
MAPRE3	28.90687321	0
DVL2	28.9047871	0
EEF1A1P5	28.8703449	0
JUNB	28.8121727	0
CHST11	28.77539648	0
CHEK1	28.77210371	0
MRPL10	28.7581003	0
C21orf59	28.73752302	0
DYRK1A;DYRK1B	28.6841072	0
PKIA	28.58873271	0
MBNL2	28.50088725	0
PLEKHF2	28.46249307	0
DMXL1	28.45789333	0
ALG10B;ALG10	28.42863793	0
PPIP5K2	28.42107694	0
RHOBTB3	28.406243	0
SUGP2	28.40560928	0
MANBAL	28.37577103	0
HAUS7	28.36823552	0
CCDC90B	28.33780081	0
CEP250	28.33102489	0
ALG13	28.31162341	0
PPP2R3A	28.26465594	0
PTPRS	28.23097866	0
WASH3P;WASH2P	28.20465019	0
STARD3NL	28.17695573	0
BNIP3	28.16268582	0
LPCAT4	28.15834467	0
FILIP1L	28.15449928	0
TWSG1	28.12045484	0
TMEM179B	28.11233732	0
OR4A15	28.09766379	0
TRAPPC10	28.08769308	0
SCRN3	28.0663839	0
ZNF781	28.04572296	0
DSG1	28.0385356	0
TBPL1	28.03607333	0
BCL7C	28.01489461	0
UPF3B	28.00818126	0
UPP1	27.95885928	0
ZSCAN18	27.95595593	0
MED21	27.95261991	0
NADSYN1	27.94922154	0
ERI1	27.92515022	0
SNX8	27.91235322	0
KCT2	27.88426812	0
GADD45GIP1	27.87320816	0
SLC7A6OS	27.87042192	0
WIZ	27.8540081	0
HAUS5	27.8266671	0
ZMAT3	27.73423132	0
DSN1	27.72241883	0
C14orf142	27.72134324	0
TRPT1	27.71193991	0
POLE2	27.69910286	0
EMP3	27.67610466	0
CDKN2AIPNL	27.64256655	0
SDE2	27.64036511	0
SLC31A1	27.61370446	0
ASUN	27.60314163	0
SFXN4	27.59702669	0
FAM206A	27.54510398	0
EMC6	27.53908139	0
EIF4ENIF1	27.47996614	0
TMEM192	27.42071686	0
CASP8	27.41947492	0
COL2A1	27.41862147	0
ZNF277	27.40927167	0
DCUN1D3	27.38314707	0
RSRC2	27.37362309	0
N6AMT2	27.36645091	0
RHBDD2	27.3496575	0
ZC3H11A	27.34386542	0
ARHGEF6	27.34305165	0
KDSR	27.32279843	0
TMEM39B	27.30246724	0
TRIAP1	27.26251273	0
MRPS21	27.23573869	0
UCKL1	27.22654962	0
PSEN1;PSEN2	27.22417468	0
SUGP1	27.14628635	0
MOCS3	27.12984685	0
ABCB6	27.12369955	0
RNF141	27.09150444	0
SPEN	27.08525135	0
PTPRF	27.05316513	0
KCTD12	27.00523366	0
PIGQ	26.99342262	0
SIRT2	26.70536685	0
NUDT12	26.64749967	0
LMF1	26.61273918	0
BECN1	26.6088859	0
IGSF8	26.56274689	0
SERPINE2	26.4415855	0
THNSL1	26.06877038	0
TMEM160	25.90657588	0
RDH13	25.87592754	0
CCDC134	4.717007404	0
XPR1	1.006136374	0
CDC42SE1	0.897798176	0
CHCHD5	0.53615665	0
GDF6	0.499932397	0
EHHADH	0.45238592	0
RALGAPB	0.357650861	0
UNC93B1	0.317323269	0
C11orf73	0.28772904	0
RAB12	0.248907618	0
EXOSC9	0.242642206	0
PNPLA2	0.238087473	0
USP13	0.19618026	0
PODXL	0.191466708	0
GRAMD3	0.153389054	0
ADAM17	0.150585789	0
COX15	0.118820175	0
ANKRD44	0.0560165	0
DESI2	0.011686327	0
ALDH2	0.004458212	0
BEX1	-0.01182969	0
ANPEP	-0.014995335	0
ZNF787	-0.022045974	0
BCL9L	-0.040621803	0
TENM3	-0.082352263	0
FGGY	-0.134953084	0
PLCB4	-0.141571904	0
PCDHGB5;PCDHGB4;PCDHGB1;PCDHGB6;PCDHGB2	-0.144215961	0
CHMP2A	-0.145074821	0
TAMM41	-0.148244314	0
ROBO1	-0.158885858	0
SPHK1	-0.162750169	0
ZFAND5	-0.177496014	0
AGPAT5	-0.182707018	0
MRPL52	-0.19421585	0
RPRD1A	-0.216560892	0
SLC9A1	-0.219286267	0
RMND5A	-0.223653773	0
TEAD3;TEAD1;TEAD4;TEAD2	-0.238762051	0
CARD6	-0.238889849	0
CDKN1A	-0.259232954	0
USP40	-0.265928785	0
RSBN1;RSBN1L	-0.281847445	0
TIMM21	-0.286972312	0
HIST1H1E;HIST1H1D	-0.292021534	0
MKL1	-0.319724849	0
CYB5R2	-0.357517324	0
TUT1	-0.367407857	0
TNK2	-0.405037545	0
NSL1	-0.412984784	0
C19orf52	-0.414399992	0
LRRC41	-0.436533745	0
CADPS2	-0.43664881	0
CHMP3	-0.440813514	0
IRF9	-0.44809639	0
TAOK3	-0.464612739	0
SMARCA2	-0.46818253	0
SEMA4C	-0.488086523	0
C3orf38	-0.504262576	0
ZNF593	-0.50589116	0
RAB4A;RAB4B	-0.518774713	0
PKMYT1	-0.518985852	0
EPHX4	-0.531667809	0
NEK6	-0.550224197	0
DAPK1	-0.556008711	0
INPP5A	-0.585513168	0
SPOCK1	-0.611657023	0
RCL1	-0.629376478	0
ORC4	-0.669531951	0
CLTCL1	-0.67103383	0
NABP2	-0.680475539	0
ITPK1	-0.681973775	0
WBSCR16	-0.694614595	0
GPR108	-0.700336525	0
RBM19	-0.752208054	0
ACTBL2	-0.774848725	0
QIL1	-0.78120282	0
GNB1L	-0.788021929	0
TTF2	-0.789923717	0
FAIM	-0.791085728	0
MFSD6	-0.794549079	0
EFR3A	-0.804594978	0
PEX6	-0.808900298	0
BICD1	-0.826866881	0
SUPT7L	-0.837658005	0
C17orf75	-0.842665642	0
